DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;CLASE;DPTO;fex_c_2011
536665;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2290,35870020914
536676;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2544,56980034078
536676;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;25;2544,56980034078
536677;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2371,69273480313
536677;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2371,69273480313
536678;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2841,6437967219
536678;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;25;2841,6437967219
536678;1;3;50;1;6;COLABORANDO LE AL PAPA;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2841,6437967219
536679;1;1;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;2544,56980034078
536679;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;25;2544,56980034078
536680;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1371,50746604626
536680;1;2;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;25;1371,50746604626
536680;2;1;50;1;6;VISITANDO A LOS HIJOS;2;2;2;2; ; ;1;9; ; ; ; ; ; ;2;25;1371,50746604626
536688;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1345,83732361119
536688;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;25;1345,83732361119
536689;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1734,70047691994
536689;1;2;50;2;4; ;2;2;2;2; ; ;1;9; ; ; ; ; ; ;2;25;1734,70047691994
536689;1;3;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1734,70047691994
536689;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;25;1734,70047691994
536690;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;25;2946,625660348
536690;1;2;50;2;2; ;2;2;2;1;2; ; ; ; ; ; ; ; ;1;2;25;2946,625660348
536690;1;3;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;25;2946,625660348
536695;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1049,31357419383
536695;1;2;50;2;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;25;1049,31357419383
536695;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1049,31357419383
536696;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;25;1049,31357419383
536696;1;2;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;25;1049,31357419383
536696;1;3;50;3;4; ;2;2;2;1;1; ; ; ; ; ; ; ; ;1;2;25;1049,31357419383
536696;1;4;50;1;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;25;1049,31357419383
537436;1;1;50;1;6;ESTA ENFERMO;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;23;1780,99989421986
537436;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1780,99989421986
537436;1;3;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1780,99989421986
537436;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1780,99989421986
537437;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2067,21471584257
537437;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2067,21471584257
537437;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2067,21471584257
537437;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2067,21471584257
537437;1;6;50;6;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2067,21471584257
537438;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1800,8344254509
537438;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1800,8344254509
537438;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1800,8344254509
537438;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1800,8344254509
537438;1;5;50;5;6;VISITANDO AMIGOS;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;23;1800,8344254509
537439;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1623,96672126665
537440;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1290,78304464019
537440;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1290,78304464019
537440;1;4;50;4;4; ;2;2;2;2; ; ;1;2; ;1;1; ;2;1;2;23;1290,78304464019
537441;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1901,19690691661
537441;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1901,19690691661
537442;1;1;50;1;6;ESTA ENFERMO;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1552,06197431682
537442;1;2;50;2;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;23;1552,06197431682
537442;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1552,06197431682
537442;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1552,06197431682
537447;1;1;50;1;6;TRABAJA PARA AUTO CONSUMO(AFIRMA QUE NO VENDE);2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1245,54309756412
537447;1;2;50;2;6;ESTA ENFERMA;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1245,54309756412
537447;1;3;50;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1245,54309756412
537449;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1549,79128568234
537449;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1549,79128568234
537449;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;1549,79128568234
537449;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1549,79128568234
537450;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1772,25468262332
537450;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1772,25468262332
537451;1;1;50;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1890,17325546972
537451;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;1890,17325546972
537451;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;1890,17325546972
537451;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1890,17325546972
537451;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1890,17325546972
537469;1;1;50;1;4; ;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;23;2103,89144081415
537470;1;1;50;1;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;23;1772,25468262332
537470;1;2;50;2;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;23;1772,25468262332
537472;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1825,45973097298
537472;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1825,45973097298
537473;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;2408,13962893238
537473;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;23;2408,13962893238
537474;1;1;50;1;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2; ; ;1;11; ; ; ; ; ; ;2;23;1131,69539965018
537474;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1131,69539965018
537474;1;3;50;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1131,69539965018
537474;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1131,69539965018
537479;1;1;50;1;6;TRABAJANDO PARA AUTOCONSUMO (AFIRMA NO VENDER);2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;23;1772,25468262332
537479;1;2;50;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1772,25468262332
537480;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1097,25513620745
537480;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1097,25513620745
537481;1;1;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;2374,82893056101
537481;1;2;50;2;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;23;2374,82893056101
537482;1;1;50;1;6;DESCANSANDO POR ENFERMEDAD;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1876,08280722686
537482;1;2;50;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1876,08280722686
537482;1;3;50;3;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;23;1876,08280722686
537482;1;4;50;4;4; ;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;23;1876,08280722686
537482;1;5;50;5;6;DESCANSANDO POR ENFERMEDAD;2;2;2;2; ; ;1;2; ;2; ;2; ; ;2;23;1876,08280722686
537483;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;23;1554,52224122613
537566;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537566;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537566;1;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;758,769070533953
537569;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;2024,97349695095
537569;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;2024,97349695095
537569;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;2024,97349695095
537569;1;4;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;2024,97349695095
537570;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537572;1;1;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537572;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537572;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;758,769070533953
537574;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;3035,07628213581
537574;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;3035,07628213581
537574;1;3;50;3;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;3035,07628213581
537574;1;4;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;3035,07628213581
537574;1;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;3035,07628213581
537575;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;3035,07628213581
537575;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;3035,07628213581
537575;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;3035,07628213581
537575;1;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;3035,07628213581
537576;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537576;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;27;758,769070533953
537577;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537577;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;758,769070533953
537578;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;27;1088,7900911557
537578;1;2;50;2;6;VIAJANDO;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;27;1088,7900911557
538270;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;674,010547353709
538270;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;674,010547353709
538270;1;3;50;3;6;VACACIONES;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;674,010547353709
538271;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;505,638514437796
538271;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;505,638514437796
538272;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;593,191509731145
538272;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;593,191509731145
538272;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;593,191509731145
538272;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;593,191509731145
538273;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;742,987931244903
538273;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;742,987931244903
538273;1;3;50;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;742,987931244903
538273;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;742,987931244903
538274;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;802,449476147576
538274;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;802,449476147576
538274;1;3;50;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;802,449476147576
538274;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;802,449476147576
538275;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;478,491717135665
538275;1;2;50;2;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;63;478,491717135665
538276;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;817,929229693138
538276;1;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;817,929229693138
538276;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;63;817,929229693138
538276;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;817,929229693138
538276;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;817,929229693138
538280;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;499,674599880755
538280;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;499,674599880755
538281;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;377,799809024207
538281;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;377,799809024207
538281;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;377,799809024207
538281;1;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;377,799809024207
538281;1;5;50;5;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;377,799809024207
538281;1;7;50;7;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;377,799809024207
538282;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;880,942699027291
538282;1;2;50;2;4; ;2;2;2;2; ; ;1;7; ;1;2; ; ; ;2;63;880,942699027291
538282;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;880,942699027291
538282;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;880,942699027291
538282;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;880,942699027291
538282;1;6;50;6;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;880,942699027291
538287;1;1;50;1;4; ;2;2;2;2; ; ;1;8; ;2; ;2; ; ;2;63;1162,03512887461
538287;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1162,03512887461
538287;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1162,03512887461
538287;1;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1162,03512887461
538287;1;5;50;1;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1162,03512887461
538287;1;6;50;6;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1162,03512887461
538287;1;8;50;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1162,03512887461
538288;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;499,674599880755
538288;1;2;50;2;4; ;2;2;2;2; ; ;1;6; ;2; ;2; ; ;2;63;499,674599880755
538289;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;932,823516203631
538289;1;2;50;2;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;932,823516203631
538289;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;932,823516203631
538290;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;854,310409383702
538290;1;2;50;2;4; ;2;2;2;2; ; ;1;2; ;1;2; ; ; ;2;63;854,310409383702
538290;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;854,310409383702
538290;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;854,310409383702
538292;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;578,288366406552
538292;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;578,288366406552
538292;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;578,288366406552
538292;2;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;578,288366406552
538292;2;2;50;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;578,288366406552
538293;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1193,19992967617
538293;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1193,19992967617
538293;1;3;50;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1193,19992967617
538293;1;4;50;4;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1193,19992967617
538293;1;5;50;5;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1193,19992967617
538293;1;6;50;6;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1193,19992967617
538293;1;7;50;7;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1193,19992967617
538294;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;679,974461910749
538294;1;2;50;2;4; ;2;2;2;2; ; ;1;8; ;2; ;2; ; ;2;63;679,974461910749
538294;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;679,974461910749
538299;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1088,58385227443
538299;1;2;50;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1088,58385227443
538299;1;3;50;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1088,58385227443
538301;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;741,30987612113
538302;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;780,713140764685
538302;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;780,713140764685
538302;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;780,713140764685
538303;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;930,877605146019
538303;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;930,877605146019
538303;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;930,877605146019
538304;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;591,245598673534
538304;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;591,245598673534
538304;1;3;50;3;3; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;591,245598673534
538304;1;5;50;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;591,245598673534
538305;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;478,491717135665
538305;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;478,491717135665
538307;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;800,318155319741
538307;1;2;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;63;800,318155319741
538307;1;4;50;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;800,318155319741
538308;1;1;50;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;335,467286718664
538308;1;2;50;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ; ; ;2;63;335,467286718664
538308;1;3;50;3;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;335,467286718664
538308;1;4;50;4;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;335,467286718664
538309;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;439,417090719452
538309;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;439,417090719452
538310;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;854,310409383702
538310;1;2;50;2;4; ;2;2;2;2; ; ;1;10; ; ; ; ; ; ;2;63;854,310409383702
538310;1;3;50;3;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;854,310409383702
538310;1;4;50;4;3; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;854,310409383702
538311;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;532,237319474924
538311;1;2;50;2;4; ;2;2;2;2; ; ;1;7; ;2; ;2; ; ;2;63;532,237319474924
538313;1;1;50;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;63;1138,17827245931
538313;1;2;50;2;4; ;2;2;2;2; ; ;2; ; ; ; ; ; ; ;2;63;1138,17827245931
538313;1;3;50;3;3; ;2;2;2;2; ; ;1;12; ; ; ; ; ; ;2;63;1138,17827245931
